버스정류장ARS번호,역명,승차총승객수,하차총승객수,총이용객수,위도,경도
02165,방산시장.을지로4가역6번출구,351,557,908,37.5668182855,126.999258524
02166,을지로5가.중부시장,510,562,1072,37.5666200422,127.0011150411
02167,방산시장.훈련원종합체육관,209,338,547,37.5679608485,127.0024044565
02168,을지로5가,311,148,459,37.5658243542,127.0025945654
02169,을지로6가.국립중앙의료원,959,821,1780,37.5661698346,127.0062316194
02170,동대문역사문화공원역8번출구,2237,1061,3298,37.5650528273,127.0072096931
02171,동대문역사문화공원역9번출구,1028,2417,3445,37.5651725525,127.0077222561
02172,을지로6가.국립중앙의료원,585,730,1315,37.5664631128,127.0058434821
02173,동대문역사문화공원,2915,2566,5481,37.5673541422,127.0083555318
02174,동대문역사문화공원,3476,2606,6082,37.5674835037,127.0091685169
02177,충무아트센터.스포츠센터.중부소방서,1439,1226,2665,37.5651675256,127.0135231437
02178,충무아트센터.스포츠센터.중부소방서,979,1425,2404,37.5650178857,127.0147408667
02179,성동공업고등학교,619,531,1150,37.5683481924,127.0157558376
02180,성동공업고등학교앞,720,502,1222,37.5686950625,127.0161294881
02181,신당역1번출구.서울중앙시장,1077,1165,2242,37.5657282804,127.0187426545
02182,신당역4번출구.서울중앙시장,1959,1973,3932,37.5654920748,127.0194795301
02183,성동고등학교,2040,1486,3526,37.5655941894,127.0221821569
02184,성동고등학교,939,880,1819,37.5652410933,127.0223979004
02187,신당동떡볶이타운.중구여성플라자,1346,945,2291,37.5627954621,127.0150959791
02188,신당동떡볶이타운.중구여성플라자,932,1008,1940,37.5623100443,127.0151908517
02189,청구초등학교.청구역,577,894,1471,37.5589483023,127.0132161263
02190,장충초등학교.청구역,978,887,1865,37.559257398,127.0130316796
02191,약수역2번출구.가온도서관,657,1061,1718,37.5557929112,127.0110429415
02192,약수역3번출구.약수하이츠,1475,817,2292,37.5557496102,127.0113796895
02193,약수역4번출구.금호터널입구,371,650,1021,37.553399,127.012012
02194,약수역5번출구.금호터널입구,877,710,1587,37.55292373,127.0118693353
02195,약수역8번출구.신당사회복지관,1132,630,1762,37.5538646495,127.0099566945
02196,약수역7번출구.약수동주민센터,707,765,1472,37.5528509718,127.0092978444
02197,송도병원앞,329,501,830,37.5502676468,127.0077186988
02198,송도병원앞,306,461,767,37.550227118,127.0073984027
02199,약수역1번출구,429,356,785,37.556252533,127.009755648
02201,장충체육관앞,382,463,845,37.5583362176,127.0080610837
02202,장충체육관앞,322,487,809,37.5580017329,127.0078281581
02203,장충동.동국대입구,932,1040,1972,37.560621324,127.00590981
02204,장충동.동국대입구,719,936,1655,37.5606663921,127.0056290943
02205,퇴계로6가,322,466,788,37.5634011312,127.0039011095
02206,퇴계로6가.광희동주민센터,740,773,1513,37.5635284386,127.00337576
02207,퇴계로5가.충무초등학교,923,616,1539,37.5623804057,126.9999660413
02208,퇴계로5가.중구청,383,597,980,37.5627804223,126.9997252277
02209,국립극장.반얀트리호텔,550,296,846,37.551481823,127.001094708
02210,국립극장.반얀트리호텔,644,975,1619,37.5515339575,127.0007525635
02211,청구역2번출구,167,257,424,37.5599600605,127.014656108
02212,청구역3번출구,705,171,876,37.5599303778,127.014219181
02213,동화동,293,63,356,37.5600244709,127.018125822
02214,동화동,21,414,435,37.5598126778,127.0182736903
02215,백범광장,167,168,335,37.555737,126.980093
02218,남대문경찰서.서울역10번출구,131,601,732,37.554128189,126.9738404394
02219,남대문시장앞.이회영활동터,3447,3511,6958,37.5609394169,126.978580386
02220,남산케이블카.남산산책로입구,66,87,153,37.5552651842,126.9839798009
02222,동대입구역.장충동,875,243,1118,37.558362,127.005445
02223,약수역10번출구,134,282,416,37.556256,127.009322
02224,청계1가.광교,150,62,212,37.5685707852,126.9833922386
02225,청계2가.삼일교,202,59,261,37.5678404706,126.9885301722
02226,청계4가.배오개다리,64,44,108,37.5684843738,126.9971755363
02227,청계5가.방산시장,114,89,203,37.5692149555,127.0008265972
02228,청계6가.평화시장,47,75,122,37.5694411915,127.0043806283
02229,청계7가.동평화.청평화시장,520,352,872,37.5695135434,127.0138508174
02230,청계8가.영도교,154,369,523,37.5707259153,127.0189971981
02233,신한은행본점,273,267,540,37.5611965482,126.975585201
02234,퇴계로2가.명동역7번출구,1040,1639,2679,37.560988,126.985336
02235,광희동.동대문역사문화공원역,387,373,760,37.5654113309,127.0091092289
02236,버티고개,614,486,1100,37.5478041512,127.0060242348
02237,버티고개,486,745,1231,37.547650494,127.0061899379
02240,청계3가.관수교,110,54,164,37.5682134567,126.9929650755
02241,청계6가.오간수교,251,148,399,37.5694851752,127.0090361408
02242,충무로역7번출구,32,320,352,37.561690572,126.9933889105
02246,을지로입구역.광교,1264,2728,3992,37.5676492567,126.9825656304
02252,신당파인힐하나유보라,939,488,1427,37.5649809794,127.0248560363
02254,남산북측순환로입구,67,65,132,37.5506986166,126.9988218165
02255,신당동삼성아파트.금호여중,107,611,718,37.5585545048,127.0187298806
02256,신당동대우푸르지오.금호여중,166,60,226,37.5578078339,127.019288178
02257,황학동주민센터,222,274,496,37.5668556166,127.0234023516
02258,신당초등학교앞,482,244,726,37.5644813411,127.0239172657
02259,금호베스트빌.래미안하이베르,236,911,1147,37.5616452068,127.0240513307
02260,금호베스트빌.래미안하이베르,224,105,329,37.5622544456,127.0243472269
02261,신당초등학교,13,330,343,37.5645028357,127.024240415
02272,방산종합시장,180,220,400,37.5678058693,127.0019301271
02273,황학동롯데캐슬,328,407,735,37.5716601701,127.0220339686
02274,광희문.광희동사거리,279,395,674,37.5645499236,127.0086110484
02275,광희문.광희동사거리,222,280,502,37.5644016142,127.009677887
02277,황학동롯데캐슬,721,311,1032,37.5708197498,127.0232958633
02278,한국은행앞,158,46,204,37.561408112,126.9792899798
02279,서울기동대.광희초등학교,76,32,108,37.5679222068,127.0144829458
02280,동대문디자인플라자,76,82,158,37.567700749,127.0119962039
02281,서대문역사거리.농협중앙회,1291,2129,3420,37.5668848609,126.9679802656
02282,서울역9번출구.서울스퀘어빌딩앞,301,665,966,37.555341632,126.97323173
02284,힐튼호텔,239,245,484,37.5563677408,126.976567168
02285,힐튼호텔,84,609,693,37.5566267411,126.9767113404
02286,시청앞.덕수궁,1036,1829,2865,37.5662122834,126.9768355729
02288,장충문화체육센터.권기옥활동터,15,49,64,37.5601745008,127.0025921056
02289,남산1호터널,524,1313,1837,37.5574051765,126.9921666231
02291,남산예장버스환승주차장,920,860,1780,37.55974,126.989289
02501,약수역.3.6호선,458,324,782,37.553304657300004,127.011705637
02502,조선일보,83,442,525,37.5687339805,126.976883066
02503,시청역,133,687,820,37.566031,126.97701
02505,서울역,231,175,406,37.5582012576,126.9713291252
02506,숭례문앞,425,92,517,37.5615164368,126.976236105
02507,프레스센터,1075,318,1393,37.5673960903,126.977339075
02510,신당역하나은행,2263,1304,3567,37.5654231103,127.0215878668
02513,염천교,5,61,66,37.5597925744,126.9711136524
02516,한국경제신문사,43,89,132,37.5609334062,126.9679526472
02518,응봉근린공원.금호산,18,50,68,37.5535217011,127.0169189818
02519,서울방송고등학교.남산타운아파트,151,162,313,37.5495860191,127.012409789
02520,서울방송고등학교.남산타운아파트,99,878,977,37.5496119425,127.0122783521
02521,중구청소년센터.남산타운2상가,1,26,27,37.5516549062,127.012751162
02522,중구청소년센터.남산타운2상가,39,30,69,37.5519027425,127.0121655599
02523,약수시장.남산타운동문,145,101,246,37.5517332168,127.0108500123
02524,약수지구대,1014,197,1211,37.5528410964,127.0119577646
02641,서울광장,522,367,889,37.565352,126.978885
02694,서울역,99,19,118,37.5580158041,126.9720456834
03001,한강대교북단.LG유플러스,2882,3954,6836,37.5240499441,126.9631209528
03002,한강대교북단.LG유플러스,2300,1964,4264,37.5243060629,126.9631848403
03003,신용산역,2632,4653,7285,37.527293,126.966207
03004,신용산역,5060,2620,7680,37.527920489,126.9666192358
03005,용산우체국,1311,2098,3409,37.5314970129,126.9702350163
03006,용산우체국,1434,1547,2981,37.5320503694,126.9705640624
03007,삼각지역,1524,3543,5067,37.5351801399,126.9736858311
03008,삼각지역,3783,1471,5254,37.5359845015,126.9741608708
03009,숙대입구역,4443,4923,9366,37.543295633,126.9725377982
03010,숙대입구역,3384,2173,5557,37.5437560216,126.9722320769
03011,갈월동,2714,2520,5234,37.5509755993,126.9722373211
03012,갈월동,2886,2573,5459,37.5495337218,126.9717081909
03110,남영역,2232,1945,4177,37.542006922,126.9719271804
03111,남영역,1601,1159,2760,37.541823,126.972069
03119,신용산역3번출구,1048,1301,2349,37.5288895698,126.9673497525
03120,서울드래곤시티,45,1,46,37.5321566887,126.9630603924
03121,용산역3번출구.용산차고지,0,100,100,37.5318079061,126.9642145682
03122,한강대교북단,311,129,440,37.5249689864,126.963570714
03124,서계동,119,299,418,37.5524743044,126.9693404702
03125,서계동,61,135,196,37.5516704971,126.969221961
03126,청파동,319,315,634,37.5489916168,126.9701219815
03127,청파시장,249,235,484,37.548679027,126.9698626298
03128,숙대입구역.청파동주민센터,294,274,568,37.5453812474,126.9707772395
03129,숙대입구역.청파동주민센터,782,510,1292,37.5454861572,126.9704188578
03130,남영역,16,216,232,37.540813,126.971032
03131,남영역,136,59,195,37.5405702704,126.9706761392
03132,용산전자상가17동,137,158,295,37.5337792589,126.9660271002
03133,용산전자상가19동,96,72,168,37.5335134935,126.9657072039
03134,용산전자상가10동,282,228,510,37.5332725045,126.9619640523
03135,용산전자상가12동,103,289,392,37.5330574076,126.9621689745
03136,용산전자상가.전자랜드,159,194,353,37.5327790559,126.9583252146
03137,용산전자상가.전자랜드,279,221,500,37.5330561177,126.9583363743
03138,원효대교북단,462,584,1046,37.5319853728,126.956110982
03139,용산경찰서,850,842,1692,37.5405032098,126.9691858135
03140,용산경찰서,933,657,1590,37.5399994643,126.9690615428
03141,용산꿈나무종합타운.원효로우체국,840,823,1663,37.5386139009,126.9669290534
03142,용산e편한세상,316,754,1070,37.5374620591,126.9654677888
03143,남정초등학교,754,836,1590,37.5363187485,126.9636632444
03144,원효로2가,1051,879,1930,37.536237441,126.9629911361
03145,원효로2가사거리,283,551,834,37.5349338369,126.9610704217
03146,원효로3가,1018,794,1812,37.5340407624,126.9581798302
03147,원효로3가,813,893,1706,37.5337957151,126.9583248022
03148,용암초등학교입구.이태원주공아파트,541,755,1296,37.5441159432,126.9886645749
03149,이태원동남산대림아파트.용산동아파트,667,423,1090,37.5398743674,126.9874799728
03150,용산한신아파트,560,665,1225,37.5398054732,126.9871086322
03151,해방촌,1140,285,1425,37.537817739,126.986609087
03152,국군재정관리단,480,896,1376,37.5373177108,126.9868496115
03153,용산구청,1084,992,2076,37.530303,126.991163
03154,용산구청,929,912,1841,37.5294095764,126.9911698907
03155,한강중학교,1092,1401,2493,37.5254587536,126.9921715396
03156,한강중학교앞,1105,925,2030,37.5245025908,126.9924287738
03157,서빙고역1번출구,872,1090,1962,37.5200464191,126.9899502397
03158,장충단로입구,648,712,1360,37.545795,127.002202
03159,남산예술원,29,143,172,37.544437,127.00204
03160,서울중부기술교육원.블루스퀘어,659,725,1384,37.5415776794,127.0035397782
03161,서울시중부기술교육원.블루스퀘어,2950,2895,5845,37.5411748997,127.0031776354
03162,순천향대학병원,7433,2237,9670,37.5364422432,127.0057302453
03163,순천향대학병원,90,1140,1230,37.5356114027,127.0062993526
03164,순천향대학병원,809,57,866,37.5357934643,127.0054993584
03165,순천향대학병원.한남오거리,4542,6751,11293,37.5354906847,127.0057290409
03166,한남오거리,1732,2545,4277,37.5328478217,127.0083126426
03167,남산도서관.용산도서관,472,543,1015,37.552282,126.980835
03168,남산도서관.용산도서관,607,900,1507,37.5520442521,126.9811340112
03169,후암약수터,160,295,455,37.54869,126.98432
03170,후암약수터,220,318,538,37.548395263,126.9841668777
03171,보성여중고입구,400,762,1162,37.5463968458,126.9858399758
03172,보성여중고입구,709,608,1317,37.5462598541,126.9856317665
03173,남산체육관,149,206,355,37.5427038827,126.9927901963
03174,남산체육관,207,222,429,37.5425047481,126.992916961
03175,하얏트호텔,243,614,857,37.5417535527,126.9961358368
03176,하얏트호텔,510,330,840,37.540866103,126.9974258076
03177,용마루고개.서울자동차고등학교,457,375,832,37.5406368923,126.9584647114
03178,용마루고개.효창파크푸르지오아파트,307,268,575,37.5402999129,126.9585520334
03179,효창공원앞역.이봉창역사울림관,1806,822,2628,37.5392719714,126.9618971064
03180,효창공원앞역.이봉창역사울림관,910,1016,1926,37.5388284845,126.9626978558
03181,용산꿈나무종합타운.보건분소,832,1438,2270,37.5384268178,126.9649997667
03182,용산꿈나무종합타운.보건분소,293,345,638,37.538295,126.964648
03183,원효로제1동주민센터,1143,352,1495,37.5376607152,126.9669923459
03184,전쟁기념관,400,999,1399,37.5347586674,126.9768577525
03185,전쟁기념관,1702,570,2272,37.534651168,126.9753831458
03186,녹사평역,295,657,952,37.5351069553,126.9851183494
03187,녹사평역,550,487,1037,37.5347582183,126.9853046955
03188,용산구청.이태원시장,649,419,1068,37.5343830489,126.9904706555
03189,용산구청.이태원시장,665,799,1464,37.5341127106,126.9900096398
03190,이태원역1번출구.해밀턴호텔,514,460,974,37.534552,126.993043
03191,이태원역4번출구.해밀턴호텔,665,589,1254,37.5343539681,126.9934293088
03192,이태원119안전센터,345,552,897,37.53479,126.996387
03193,이태원119안전센터,552,552,1104,37.534604145,126.997179939
03194,한남동주민센터,507,898,1405,37.5370458894,127.0004667254
03195,한남동주민센터,747,472,1219,37.5367073033,127.0006042579
03196,한강진역.블루스퀘어,263,1398,1661,37.540805,127.001695
03197,한강진역.블루스퀘어,1555,328,1883,37.5409291837,127.0020254103
03198,서울역11번출구,817,293,1110,37.5536168846,126.9738943742
03199,후암삼거리,190,522,712,37.5525408404,126.9765772255
03200,후암시장,500,587,1087,37.5506891863,126.9770644706
03201,후암시장,1002,394,1396,37.5497467332,126.9775446282
03202,용산중고,469,271,740,37.5466597949,126.9781855672
03203,용산중고,539,488,1027,37.547205,126.978225
03204,후암동종점,690,832,1522,37.5466989277,126.9809588102
03205,용산중고,14,341,355,37.54574,126.977563
03206,남영동주민센터,204,91,295,37.5458126055,126.9768703431
03207,남영동주민센터,34,40,74,37.5453624049,126.9750573355
03208,남영우체국,869,336,1205,37.5451241168,126.973235384
03209,남영우체국,265,255,520,37.545368151,126.9734813948
03210,한남시범아파트,333,347,680,37.5379429734,127.0122607528
03211,한남시범아파트,148,451,599,37.5377041394,127.0126714787
03212,한남동,1073,901,1974,37.5339127002,127.0084445845
03213,한남동,1224,733,1957,37.5337549896,127.0087002913
03214,이촌동동부센트레빌,223,435,658,37.5215595386,126.9660096214
03215,이촌동두산위브트레지움.한강대우아파트,678,396,1074,37.5215734809,126.9675282802
03216,이촌1동충신교회앞,432,597,1029,37.5212831472,126.968480845
03217,이촌동한가람아파트.이촌역,984,663,1647,37.520656299,126.9718842721
03218,이촌동한강맨션.이촌역,738,750,1488,37.5201804898,126.972709783
